# ALPHA = 0.05
# TOT_SETS = 39


# _SET1_ SET = Cerebellum.neurons
# _SET1_ NGENES = 1555
# _SET1_ P = 4.05584e-06
_SET1_     GENE        CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET4_     57515         6  122754493  122828051    146      15  262568       1.6087     0.053844
_SET4_     134829        6  123282582  123395063    281      23  259691      0.38912      0.34859
_SET4_     7164          6  125439876  125594644    457      36  255406     -0.48263      0.68532
_SET4_     9729          6  127749551  127815535    129      13  259436       2.5651    0.0051569
_SET4_     154075        6  130455447  130721570   1105      32  260153       1.3014     0.096561
_SET4_     54806         6  135594670  135853903    429      35  247165         1.12      0.13136
_SET4_     7957          6  145936440  146092128    318      14  255424     -0.79492      0.78667
_SET4_     257218        6  146195943  146320421    163      10  261684      0.26948      0.39378
_SET4_     2911          6  146251032  146768782    888      42  253819    -0.041379       0.5165
_SET4_     134957        6  147490494  147721612    354      25  251063     -0.66303      0.74634
_SET4_     389434        6  150654987  150735765    430      33  228198      0.52682      0.29916
_SET4_     57480         6  150885999  151174801   1039      67  255330     -0.73141      0.76774
_SET4_     26575         6  153322026  153487389    490      28  260765      0.58468      0.27938
_SET4_     4988          6  154296631  154578001    823      61  258239        1.719     0.042809
_SET4_     57492         6  157063980  157541913    985      74  250418       6.5585    2.717e-11
_SET4_     84498         6  170580812  170726155    456      28  248677       2.4785    0.0065974
_SET4_     5575          7     578834     802313    629      58  226498       1.5946     0.055403
_SET4_     11033         7     927537    1030208    429      63  239581       1.2795      0.10037
_SET4_     392617        7    1713798    1797590    187      29  246230     -0.60349      0.72691
_SET4_     80727         7    2636603    2714436    275      37  243992       1.9569     0.025178
_SET4_     55698         7    4828736    4958335    492      46  249036      0.10078      0.45986
_SET4_     392862        7    6526409    6626067    273      36  249807       3.6885   0.00011281
_SET4_     221981        7   11400062   11906824   1910     131  246906        3.802   7.1758e-05
_SET4_     54664         7   12215848   12286890    368      26  258505       1.6653      0.04793
_SET4_     57037         7   16629401   16720442    306      41  231574      0.35684      0.36061
_SET4_     9734          7   18091572   19049135   2287     160  251633       1.2414      0.10722
_SET4_     256130        7   19748938   19847404    371      19  256037     -0.77295      0.78022
_SET4_     136895        7   25154819   25254966    339      25  261378     -0.87009      0.80787
_SET4_     2128          7   27247164   27297438    106      14  255498      0.57039      0.28421
_SET4_     9844          7   36882511   37523895   1830     132  253491         3.91   4.6144e-05
_SET4_     273           7   38413297   38706167   1200      77  255860       2.3552    0.0092561
_SET4_     27072         7   38753543   38983800    720      34  257051       5.0317   2.4306e-07
_SET4_     23072         7   43117198   43613213   1406     114  253864     -0.18588      0.57373
_SET4_     2645          7   44173870   44264022    245      38  258053     -0.76173      0.77689
_SET4_     816           7   44246749   44400230    364      39  251787       1.0126      0.15562
_SET4_     83637         7   44753168   44819480    113      23  249401        6.378   8.9719e-11
_SET4_     5814          7   44905892   44959960    108      18  258813       5.2022   9.8487e-08
_SET4_     10268         7   45162367   45233849    346      18  260886      -1.2138      0.88759
_SET4_     375567        7   49778257   49971546    392      45  255641      0.59801      0.27492
_SET4_     11055         7   49967023   50167860    521      18  263179     -0.25571      0.60091
_SET4_     2887          7   50647760   50896159    770      33  260206       2.1621     0.015305
_SET4_     23242         7   51073909   51419515    695      49  257832     -0.54214      0.70614
_SET4_     222008        7   54575019   54646948    226      23  258165      0.29797      0.38286
_SET4_     55915         7   55398141   55511435    345      18  261553       2.1846     0.014458
_SET4_     155382        7   73047174   73096440    160      21  255696      0.81367      0.20792
_SET4_     7532          7   75946108   76023342    190      25  253126       1.1674      0.12153
_SET4_     9863          7   77636374   79118121   5176     268  254267       3.7649   8.3298e-05
_SET4_     3082          7   81321444   81434452    234      26  257373    -0.098373      0.53918
_SET4_     781           7   81565760   82108031   1599     112  254176       1.4828     0.069062
_SET4_     27445         7   82373321   82827197   1187      60  255149       1.2019       0.1147
_SET4_     9723          7   82983222   83313479   1029      47  257183       3.3933   0.00034523
_SET4_     222223        7   86496222   86724014    561      24  260607      0.83811      0.20098
_SET4_     154661        7   87222729   87471613    348      17  258166       1.2061      0.11389
_SET4_     53616         7   87528566   87842204    433      33  255238     -0.91227      0.81919
_SET4_     9069          7   89997648   90055268    144      22  264398      -0.1541      0.56123
_SET4_     5218          7   90190681   90849905   1860      67  258897      0.63165      0.26381
_SET4_     401387        7   91764169   91843900     90       9  257639     -0.28487      0.61213
_SET4_     55607         7   94501949   94935727    697      37  246239       2.5167    0.0059237
_SET4_     22853         7   97701197   97848945    399      24  252731       1.7434     0.040628
_SET4_     4885          7   98211597   98269181    104      26  250900       1.1513      0.12481
_SET4_     222865        7   98434111   98502673    146      19  245629     0.070217      0.47201
_SET4_     222950        7  100046550  100102425     66       7  259263       2.5256    0.0057749
_SET4_     7455          7  100296249  100405419    245      35  251622       2.3809    0.0086354
_SET4_     80228         7  102038977  102107268    166      20  256573     -0.41092      0.65944
_SET4_     222234        7  102354399  102459672    165      24  250492       -1.514      0.93499
_SET4_     222236        7  102730023  102826081    299      14  222339      -1.9695      0.97555
_SET4_     4897          7  107778071  108131841   1147      50  260729       2.4733    0.0066926
_SET4_     54329         7  112710468  112762833    141      17  258870      0.74625      0.22776
_SET4_     83992         7  117340702  117548561    411      54  253052       1.2402      0.10745
_SET4_     3751          7  119878689  120400387    925      45  252398      -0.3031      0.61909
_SET4_     64753         7  128396464  128472187    177      19  258836       3.2832   0.00051314
_SET4_     1358          7  129871703  129939638    173      19  234110       2.7078    0.0033866
_SET4_     1129          7  136518399  136713720    534      40  257094      0.51053      0.30484
_SET4_     57670         7  138506126  138701064    520      45  247121     -0.68231      0.75248
_SET4_     673           7  140405749  140659564    428      20  250886     -0.45698      0.67616
_SET4_     100507421     7  140739032  141190180   1007      83  252831       2.2844     0.011173
_SET4_     2051          7  142517776  142578847    201      19  256580       1.2106      0.11302
_SET4_     55503         7  142558956  142618490    166      13  246321     -0.27111      0.60685
_SET4_     1180          7  142978219  143059097    138      31  248165     -0.45377        0.675
_SET4_     9715          7  143040493  143114397    168      45  249216      0.14269      0.44327
_SET4_     2041          7  143078205  143140985    173      37  251806      0.51251      0.30415
_SET4_     9747          7  143538461  143634278    128      18  249015      0.14695      0.44159
_SET4_     26047         7  145778453  148128090   7822     301  255144       2.5862    0.0048525
_SET4_     3757          7  150632044  150710402    167      28  254516     -0.80884       0.7907
_SET4_     285973        7  150699297  150756586    129      30  255747     -0.48898      0.68757
_SET4_     116988        7  150747918  150851523    220      31  258909    0.0020225      0.49919
_SET4_     6604          7  150926059  151009231    219      32  256569      -1.3176      0.90619
_SET4_     57180         7  152421834  152562464    324      29  250619      0.45832      0.32336
_SET4_     3361          7  154827034  154889102    223      19  247702       3.9737   3.5378e-05
_SET4_     2020          7  155215824  155267526    228      45  251878       1.7507     0.039998
_SET4_     6469          7  155585558  155639967    178      27  245390     -0.16736      0.56646
_SET4_     64327         7  156460537  156720902    848      30  260881      0.29012      0.38586
_SET4_     5799          7  157321750  158415482   3621     245  252801       4.5299     2.95e-06
_SET4_     7434          7  158810866  158972649    553      34  248559      -1.1785       0.8807
_SET4_     137868        8   13937373   15130792   6030     187  255975       4.9213    4.299e-07
_SET4_     286097        8   16849747   16990148    439      46  252807     -0.21715      0.58595
_SET4_     9108          8   17144306   17306040    756      58  237969     -0.64095      0.73922
_SET4_     526           8   20019704   20089207    204      34  250262     -0.56697      0.71463
_SET4_     2039          8   21871660   21950036    230      31  237435       0.6115      0.27043
_SET4_     64760         8   21911695   21972405    187      21  251459      0.20162      0.42011
_SET4_     203190        8   21994343   22049344    123      20  238553     -0.37613      0.64659
_SET4_     9796          8   22067216   22124851    138      18  250971       0.0808       0.4678
_SET4_     23221         8   22809930   22887710    191      37  244804     -0.73673      0.76936
_SET4_     6781          8   23689434   23747320    170      20  262970        1.468     0.071051
_SET4_     1808          8   26336709   26525693    773      40  259257       2.8846    0.0019597
_SET4_     10687         8   26352196   26406608    207      26  261088       2.9217    0.0017407
_SET4_     81551         8   27083814   27151382    172      26  259506      0.76461      0.22225
_SET4_     100507341     8   30461117   30513473    105      15  260696     -0.37264      0.64529
_SET4_     5516          8   30633126   30705352    155      17  261387     0.017059      0.49319
_SET4_     56154         8   30678939   30805512    285      16  259095        0.589      0.27793
_SET4_     29942         8   30843320   30926231    142      24  251256       4.9006   4.7765e-07
_SET4_     137970        8   35057975   35664068   1126      56  250556       3.8799   5.2252e-05
_SET4_     23259         8   38053861   38130351     70       7  255717       1.3759     0.084425
_SET4_     169355        8   39757474   39883910    491      43  258211      0.15779      0.43731
_SET4_     79698         8   40378109   40790345   1259      87  258274       2.1003     0.017851
_SET4_     286           8   41500744   41789280    794      76  247809       3.0488    0.0011487
_SET4_     54212         8   50787349   51716171   2812      67  253169      0.56925      0.28459
_SET4_     114786        8   55980017   56448714   1315      89  250697       1.3517     0.088236
_SET4_     54928         8   57860488   57941430    145      22  250286        1.204       0.1143
_SET4_     9760          8   59707977   60066767    865      83  254282       2.6865    0.0036101
_SET4_     157807        8   62165514   62424204    548      52  249423       2.8258    0.0023581
_SET4_     1392          8   67078612   67125846    106      11  248316      -1.2367      0.89191
_SET4_     80124         8   67532488   67614452    115      10  243167       3.4752   0.00025521
_SET4_     9312          8   73414626   73860584   1215      74  257299       3.2919   0.00049748
_SET4_     27067         8   74322604   74694943    998      50  258572      0.42227      0.33642
_SET4_     54332         8   75227618   75289345    169      22  258432      0.37972      0.35208
_SET4_     79776         8   77558515   77789521    475      48  253221       1.1353      0.12812
_SET4_     5569          8   79393336   79527502    287      22  256923      0.37534       0.3537
_SET4_     138046        8   85060453   85844079   1740      55  254487       4.3305   7.4379e-06
_SET4_     793           8   91060836   91130107    127      14  253200       0.1446      0.44251
_SET4_     64168         8   91768921   91981630    428      18  259187     -0.36465      0.64231
_SET4_     862           8   92957195   93150454    199       9  256218       6.7604   6.8801e-12
_SET4_     54704         8   94894083   94948296    130      12  260680       1.3955     0.081439
_SET4_     100861412     8   95429940   95484180    169      15  259889      0.60079      0.27399
_SET4_     9134          8   95882452   95944672    171      21  257437      0.58004      0.28095
_SET4_     85453         8   98275714   98325192    139      16  254963    -0.021381      0.50853
_SET4_     79815         8   99192054   99342444    341      45  239376      -1.7002      0.95546
_SET4_     3788          8   99404250   99453025     88      17  256498       1.2461      0.10636
_SET4_     157680        8   99990299  100900447   1516      22  258535      -1.1697      0.87893
_SET4_     169166        8  101575110  101696893    437      44  252803       1.0323      0.15096
_SET4_     7534          8  101920804  102000717    171      18  255275     -0.52238       0.6993
_SET4_     83988         8  102688770  103172135   1327      77  254247       2.7868    0.0026612
_SET4_     9699          8  104477426  105276656   2471      34  260696       5.4235   2.9228e-08
_SET4_     81501         8  105317024  105378917    256      32  251710       1.8302     0.033609
_SET4_     29967         8  105491459  105636252    262      18  255099      0.88102      0.18915
_SET4_     55074         8  107247406  107774922   1324      65  258584       2.3103     0.010435
_SET4_     114788        8  113225157  114484242   2774      68  261147       2.7315    0.0031526
_SET4_     114569        8  120185610  120267913    204      33  251363       1.4723     0.070477
_SET4_     114           8  131782546  132088012   1004      65  257556        4.136   1.7668e-05
_SET4_     3786          8  133123105  133528004   1366     119  256586       3.4042   0.00033179
_SET4_     10656         8  136434702  136679068    524      27  259792      0.74073      0.22943
_SET4_     575           8  143510377  143636369    274      41  249987       6.7269   8.6664e-12
_SET4_     66004         8  143835756  143894640    242      24  248481       1.3225     0.093001
_SET4_     727957        8  145167919  145326843    126      13  243347       4.2473   1.0816e-05
_SET4_     83482         8  145544228  145594943     57      13  215826       3.4313   0.00030034
_SET4_     90990         8  145656432  145709499     98      14  232314       5.1277   1.4664e-07
_SET4_     7553          8  146017855  146082893    170      13  249548      0.88121       0.1891
_SET4_     7436          9    2586679    2664485    295      46  241919     -0.45313      0.67477
_SET4_     6505          9    4455427    4597469    427      59  251146    -0.036306      0.51448
_SET4_     26953         9    6001019    6050640    103      15  244996       1.1126      0.13295
_SET4_     54796         9   16399501   16905786   1603      93  253071       2.1804     0.014615
_SET4_     6456          9   17543953   17807122   1117      63  254974       1.0381      0.14961
_SET4_     25769         9   19497450   19824059    862      71  251282       4.0038   3.1167e-05
_SET4_     1993          9   23680097   23861342    469      49  254729       5.8697   2.1831e-09
_SET4_     158038        9   27938084   29247998   4499     186  257208     -0.22679      0.58971
_SET4_     401498        9   32748497   32799199    132      14  258476      0.40678      0.34208
_SET4_     65083         9   33451351   33508941    156      20  253319     -0.32724      0.62826
_SET4_     10497         9   35126976   35415334    459      30  258468      0.90317      0.18322
_SET4_     9853          9   35455007   35571895    177      30  258408      0.48201       0.3149
_SET4_     57704         9   35726863   35784925     76      18  258903       2.8245    0.0023674
_SET4_     51754         9   35794222   35864844    104      13  262863       2.5024    0.0061675
_SET4_     5079          9   36823272   37069476    853      78  252652      0.31721      0.37554
_SET4_     26267         9   37500889   37611250    308      27  259176      0.47017      0.31912
_SET4_     320           9   72032448   72322275    610      42  258292       4.1736   1.4989e-05
_SET4_     9615          9   74694511   74877140    453      32  262971       2.1522     0.015692
_SET4_     6096          9   77077252   77313534    501      44  254891      0.54144       0.2941
_SET4_     5125          9   78470560   78987255   1766     206  252050       2.1427      0.01607
_SET4_     23287         9   88151454   88391944    642      20  251072      0.26627      0.39501
_SET4_     54769         9   93362114   93440108    300      32  257308     -0.83269      0.79749
_SET4_     65268         9   95911437   96092854    510      35  258786       4.1848   1.4271e-05
_SET4_     169841        9   96986578   97075291    275      29  257690       0.3825      0.35104
_SET4_     22927         9   99177414   99263618    145       9  259663       5.4056   3.2301e-08
_SET4_     9568          9  101040364  101506479   1607     137  250229       1.3001     0.096782
_SET4_     85365         9  101968707  102019246    111       5  258402     -0.89784      0.81536
_SET4_     229           9  104172842  104233062    185      28  256168       1.2039      0.11432
_SET4_     116443        9  104321634  104535862    708      31  260824       4.5247   3.0242e-06
_SET4_     58499         9  109587469  109785525    337      42  251599      0.16182      0.43572
_SET4_     23732         9  111889581  111964571    253      27  262078       1.9886     0.023374
_SET4_     54566         9  111924254  112118021    482      68  254084       1.8754     0.030367
_SET4_     5774          9  112127974  112295593    421      37  260335       2.3642     0.009034
_SET4_     114299        9  112368068  112723756   1293      88  256138       2.6609    0.0038968
_SET4_     7357          9  114624206  114707649    393      37  261043       2.0075     0.022347
_SET4_     401548        9  115476911  115647267    477      23  255018       3.8862   5.0915e-05
_SET4_     114991        9  116603562  116828875    620      55  245737     -0.80778      0.79039
_SET4_     22954         9  119325147  119473579    406      19  264579     -0.49959      0.69132
_SET4_     1620          9  121918907  122166739    513      49  253822       1.1353      0.12814
_SET4_     1955          9  123353196  123511765    200      12  259377      0.65925      0.25487
_SET4_     158135        9  124567953  124890885   1076      69  253173       1.3066     0.095681
_SET4_     55342         9  125868338  126065855    274      35  243571        0.524      0.30014
_SET4_     286205        9  127694887  127940838    406      23  254304       1.0025      0.15805
_SET4_     5090          9  128474617  128739656    448      26  227342       2.5587    0.0052535
_SET4_     6812          9  130339486  130464995    142      21  257507       1.1458      0.12595
_SET4_     138429        9  130673808  130728076    102       9  255752     -0.59675      0.72466
_SET4_     1759          9  130930634  131027528    189      23  253680     -0.96226      0.83204
_SET4_     10999         9  131067839  131133749    103      13  248599      -1.2317      0.89097
_SET4_     10444         9  131482065  131569220    119      14  252967     -0.70262      0.75885
_SET4_     23413         9  132899857  133009583    406      48  244375      0.81591      0.20728
_SET4_     84929         9  133767825  133849455    281      39  244365      0.22674      0.41031
_SET4_     56751         9  135422993  135475640    113      25  238823      -1.7069      0.95608
_SET4_     11182         9  136326216  136379276    161      31  238752       0.5979      0.27495
_SET4_     9858          9  138336545  138390739    144      33  231859       0.5642      0.28631
_SET4_     57582         9  138559031  138694993    478      53  249299       1.6925     0.045273
_SET4_     157922        9  138690333  138834060    264      25  254666       1.0341      0.15054
_SET4_     6621          9  139260021  139329655    275      20  257762       1.3085     0.095345
_SET4_     389813        9  139700733  139751884     57       8  245447       1.8505     0.032123
_SET4_     2902          9  139998609  140073214    128      25  240804       3.1868   0.00071918
_SET4_     727800        9  140104699  140150775    104      20  230904      0.59703      0.27524
_SET4_     116225        9  140466531  140519937     85      10  253659       1.6534     0.049129
_SET4_     79813         9  140478444  140740579    567      32  248798      0.66285      0.25371
_SET4_     774           9  140737241  141029076    572      45  236805       1.6592     0.048538
_SET4_     22884        10    1060423    1188237    372      34  253057      0.68006      0.24823
_SET4_     57713        10    7190586    7488448   1005      77  255094     -0.64084      0.73919
_SET4_     10659        10   10803851   11388674   1758     134  254241       3.0451    0.0011629
_SET4_     57118        10   12356583   12881735   1904     191  249653       2.9386    0.0016484
_SET4_     9397         10   15137771   15245703    364      48  252182     -0.42218      0.66355
_SET4_     338596       10   17351282   17531408    883      41  258869      0.30247      0.38115
_SET4_     783          10   18394373   18840688   1692     126  255269       4.0934   2.1257e-05
_SET4_     57512        10   25429290   25901158   1702      66  256363       3.8232   6.5865e-05
_SET4_     8453         10   35287479   35414570    272       9  263656       2.1925     0.014172
_SET4_     5599         10   49479682   49657403    378      27  258263     -0.51418      0.69644
_SET4_     11130        10   58107016   58156063     72      16  240624       1.2849     0.099407
_SET4_     22891        10   64098916   64441771    977      80  255385       2.5246    0.0057922
_SET4_     347731       10   68650792   68871309    540      44  249174       1.2416      0.10719
_SET4_     84665        10   69830874   69981774    521      40  258095       1.6138     0.053286
_SET4_     64106        10   72004713   72078450    274      35  253451       1.3536     0.087935
_SET4_     5532         10   75186563   75290782     91      12  245367     0.068773      0.47259
_SET4_     3778         10   78619359   79432577   2136     165  255385       3.7757   7.9795e-05
_SET4_     387694       10   82262658   82416316    526      49  250913       1.7128     0.043372
_SET4_     10718        10   83600070   84756935   3156     179  255778       3.1627   0.00078165
_SET4_     2894         10   87349312   88161250   2410     148  254765       3.1024   0.00095976
_SET4_     11155        10   88391542   88505829    424      46  255976       1.1139      0.13265
_SET4_     3363         10   92490575   92652671    377      21  260582      0.59757      0.27506
_SET4_     143279       10   93134037   93284586    207      13  249665       2.0446     0.020445
_SET4_     22849        10   93796452   94085875    376      23  249707       4.6307    1.822e-06
_SET4_     9211         10   95482566   95567916    232      41  253568      0.38152      0.35141
_SET4_     401647       10   99574995   99641335    148      26  242207       1.1125      0.13296
_SET4_     26507        10  101053856  101164087    307      29  255504    -0.081583      0.53251
_SET4_     2805         10  101146627  101225530    128      25  249224     -0.55227      0.70962
_SET4_     57715        10  102694254  102755373     84      13  256790     -0.46551      0.67922
_SET4_     79955        10  102757440  102825914    121      35  244331      0.15894      0.43686
_SET4_     81621        10  102785999  102837888     86      19  257494     -0.87241      0.80851
_SET4_     9118         10  105001919  105060108    101      16  247234       3.5093   0.00022461
_SET4_     22986        10  106365859  107034993   1864      56  260185       6.0173   8.8675e-10
_SET4_     6934         10  114674978  114937437    490      77  247314       4.3913   5.6345e-06
_SET4_     142940       10  116662952  116747439    178      20  260067     -0.64809      0.74154
_SET4_     26033        10  116818124  117718496   1762      39  254443     -0.90708      0.81782
_SET4_     259217       10  118420703  118644693    510      49  255469       2.1231     0.016872
_SET4_     340784       10  124860567  124907247    129      30  242858      0.42777      0.33441
_SET4_     2849         10  125390871  125466915    277      35  257363       5.4807   2.1186e-08
_SET4_     642938       10  128923690  129029436    254      25  249964        1.531     0.062882
_SET4_     253738       10  131623496  131797546    329      79  239682       1.8596     0.031472
_SET4_     256536       10  132880655  133144984   1278     143  250575       5.2741   6.6719e-08
_SET4_     282973       10  133844367  134008482    784      60  253226       3.2277   0.00062399
_SET4_     10570        10  133963564  134029280    241      25  251769       1.4456     0.074148
_SET4_     282974       10  133986038  134180377    766      59  250428       2.1597     0.015399
_SET4_     3632         10  134316283  134606984    834      38  248995      0.20455      0.41896
_SET4_     84435        10  134849433  134955179    347      50  245740      -1.6901      0.95449
_SET4_     85442        10  134938971  135049916    418      35  255827      0.94354       0.1727
_SET4_     503542       10  135224170  135273623    139      20  251616     -0.02778      0.51108
_SET4_     338707       11     334795     392117    229      41  234549       2.0183     0.021783
_SET4_     51286        11     777110     825126    123      20  247754      0.65672      0.25568
_SET4_     79751        11     780475     833269    142      24  246921      0.81346      0.20798
_SET4_     9024         11    1376129    1493919    562      47  253665       2.7481    0.0029974
_SET4_     1850         11    1565281    1628150    185      18  258714       1.5412     0.061636
_SET4_     1262         11    6221724    6277066    102      15  256918      0.78315      0.21677
_SET4_     10612        11    6459843    6530689    140      18  257024       1.1711      0.12079
_SET4_     143425       11    7238181    7500276    958      93  255398      0.38165      0.35136
_SET4_     7275         11    8005742    8137654    398      57  253580       2.6489    0.0040377
_SET4_     79608        11    8117597    8225590    416      28  253906      0.31026      0.37818
_SET4_     9866         11    8623584    8739205    275      28  258610       1.8027     0.035721
_SET4_     56675        11    8992123    9060596    171      21  258920        1.305     0.095946
_SET4_     57758        11    9031047    9148150    307      45  253958       1.7652     0.038768
_SET4_     6833         11   17404432   17533449    472      46  257284       3.5763   0.00017427
_SET4_     3746         11   17722495   17814602    239      42  236655      0.98522      0.16226
_SET4_     84867        11   18739475   18849268    341      55  250172       1.1867      0.11768
_SET4_     4745         11   20656117   21607232   3015     241  252088       1.8868     0.029595
_SET4_     203859       11   22179199   22314913    274      17  238286       1.2667      0.10263
_SET4_     57084        11   22324667   22411049    231      38  252974       1.3218     0.093111
_SET4_     2188         11   22634079   22682387     53       8  256863      0.25962      0.39758
_SET4_     2620         11   22653160   22844547    429      37  247234       2.6444    0.0040918
_SET4_     627          11   27666440   27778605    178      29  245605      0.31008      0.37825
_SET4_     3739         11   30021288   30073577    127      21  241626        3.057    0.0011178
_SET4_     25758        11   33528877   33705648    408      37  254440      0.55286      0.29018
_SET4_     54765        11   35649353   35840930    216      33  251275       1.3357     0.090819
_SET4_     57586        11   45251853   45342884    236      24  258298       -0.901      0.81621
_SET4_     8534         11   45659239   45722206    178      23  261140       1.9557      0.02525
_SET4_     1408         11   45833669   45914799    181      22  259453        2.135      0.01638
_SET4_     8567         11   47255927   47361582    233      19  262505       4.1088   1.9887e-05
_SET4_     219527       11   56914221   56969188    128      17  263656       2.1889     0.014302
_SET4_     219539       11   57402560   57452417     65       9  261095       3.9812    3.428e-05
_SET4_     54972        11   60656913   60714631    120      11  249319       2.3431    0.0095621
_SET4_     9066         11   61271188   61383523    138      18  240635       4.6397   1.7444e-06
_SET4_     747          11   61412905   61524474    194      24  256527       1.4019     0.080474
_SET4_     64852        11   62331431   62394109     70       8  248495       1.6246     0.052122
_SET4_     2785         11   62440066   62486678     57       7  253188      0.28366      0.38834
_SET4_     10313        11   63413922   63537363    122      10  255975    -0.056368      0.52248
_SET4_     50801        11   64023774   64077503     76      18  244278       2.2193     0.013234
_SET4_     64837        11   65989765   66045332     82      14  258526      0.45131      0.32588
_SET4_     3177         11   66119992   66174961     92       6  258543      0.58936      0.27781
_SET4_     246330       11   66198798   66254808     62      10  261236        3.177   0.00074414
_SET4_     79703        11   66477207   66623997    122      24  254215       1.5681     0.058428
_SET4_     9600         11   67249231   67307843     85      19  242327     -0.20875      0.58268
_SET4_     9828         11   72984663   73090425    225      18  253164      0.87925      0.18963
_SET4_     84957        11   73052405   73118519    139      15  254896      0.82154      0.20567
_SET4_     23201        11   73101837   73344234    425      27  243717       1.2008      0.11492
_SET4_     283209       11   74031361   74144502    279      19  260570       2.9405    0.0016382
_SET4_     5058         11   77023060   77220108    481      27  242296        1.183       0.1184
_SET4_     26011        11   78354328   79187014   2336     228  252213       6.5537   2.8072e-11
_SET4_     58487        11   85358608   85411182     89      17  261142       2.8915     0.001917
_SET4_     2915         11   88227256   88831846   1758      45  253267      -1.2962      0.90255
_SET4_     120114       11   92012446   92639636   1242      62  257856       1.4202     0.077775
_SET4_     120103       11   92870850   92966095    191      22  259975       2.2018     0.013839
_SET4_     154810       11   94404602   94619918    496      49  245992       2.2776     0.011375
_SET4_     53942        11   98856706  100239616   5387     233  253971     0.012183      0.49514
_SET4_     5241         11  100890355  101035544    417      27  260435      0.25727      0.39848
_SET4_     2893         11  105445800  105862819    810      46  255169       5.8683   2.2013e-09
_SET4_     55531        11  107426817  107547505    343      41  248603     -0.49671       0.6903
_SET4_     399947       11  109257570  109309893     48      14  230975       1.1228      0.13075
_SET4_     57569        11  110437759  110618912    461      26  257656     -0.26843      0.60582
_SET4_     85458        11  111762868  111903374    162      21  248756      0.10653      0.45758
_SET4_     335          11  116696467  116743338    153      24  260032      0.46037      0.32262
_SET4_     23387        11  116704118  117004131   1018      27  259817       1.3843     0.083136
_SET4_     6327         11  118023519  118082337    183      23  247915      0.81521      0.20747
_SET4_     84866        11  118366803  118427313     93      10  252407     -0.46204      0.67798
_SET4_     10525        11  118904896  118962951    106      12  251369     -0.19047      0.57553
_SET4_     64137        11  118984750  119043375     99      10  260733     -0.60274      0.72666
_SET4_     7070         11  119278655  119329246    100       8  255123       2.2835     0.011201
_SET4_     55800        11  123489895  123560315    293      28  256046     -0.22549       0.5892
_SET4_     54414        11  124495685  124581199    143      13  234227       2.7222    0.0032424
_SET4_     64221        11  124700305  124761370    176      37  253097       2.2633     0.011808
_SET4_     29118        11  125739261  125803005    182      24  259650      0.19464      0.42284
_SET4_     3762         11  128726313  128801060    231      45  250967     -0.59254      0.72326
_SET4_     9743         11  128824955  129097093    587      33  258253     -0.53628      0.70412
_SET4_     170689       11  130283869  130356539    199      39  244812     -0.16098      0.56395
_SET4_     50863        11  131205371  132216716   2996     252  251151       4.4505   4.2833e-06
_SET4_     27087        11  134238398  134316880    322      33  250150      0.86633      0.19316
_SET4_     440073       12     141049     297626    425      61  248599       3.4057   0.00032994
_SET4_     654429       12    1894433    1955919    184      45  246110    -0.092669      0.53692
_SET4_     775          12    2044952    2817115   2009     174  239853        3.924   4.3542e-05
_SET4_     83714        12    2924514    2979372    103       9  256536     -0.90752      0.81793
_SET4_     56341        12    3455515    3713139    597      90  247741       4.2096   1.2794e-05
_SET4_     3742         12    4883342    4971093    311      34  252535       1.4882      0.06835
_SET4_     57101        12    5661817    6090398   1320     103  249665       2.5173    0.0059122
_SET4_     6843         12    6561403    6614843    211      15  262195        2.026      0.02138
_SET4_     196500       12    6792957    6845009    105      18  252894       2.6334     0.004227
_SET4_     2026         12    6988614    7042860      3       1  252996       1.3864     0.082808
_SET4_     1389         12   12729831   12808041    131      18  238252       1.1418      0.12678
_SET4_     80763        12   21644256   21694210    189      30  255077      0.51891      0.30191
_SET4_     55907        12   22164108   22228608    146      20  246359       2.4222    0.0077134
_SET4_     586          12   24952958   25137393    725      66  257858     -0.50228      0.69226
_SET4_     56938        12   27450787   27588746    378      39  259528    -0.073509       0.5293
_SET4_     55711        12   29266936   29498549    784      35  258920       1.7137     0.043292
_SET4_     160518       12   31525157   31778952    834      30  256809      0.88766      0.18736
_SET4_     636          12   32224713   32546567   1289      61  259470     -0.22078      0.58737
_SET4_     10059        12   32797134   32908584    384      10  262136       1.9226     0.027263
_SET4_     114134       12   40138823   40534847    919      63  259583       2.5471    0.0054317
_SET4_     29951        12   41547250   41978392   1433      49  250492      0.81977      0.20617
_SET4_     144165       12   42842140   43018572    544      46  256400       1.6739     0.047078
_SET4_     4753         12   44892058   45342711   1058      55  252956       2.2942     0.010889
_SET4_     387856       12   48542366   48589709    133      16  263606       1.0966       0.1364
_SET4_     9416         12   49213539   49280957    128      25  253431       4.7647   9.4549e-07
_SET4_     27289        12   49240916   49294653    118      20  251933       4.1168   1.9211e-05
_SET4_     84070        12   49966658   50034433     80      10  250875        3.093   0.00099055
_SET4_     23017        12   50250679   50332760    226      39  242595      0.48504      0.31383
_SET4_     41           12   50416420   50487405    102      15  252905     -0.28691      0.61291
_SET4_     81566        12   51444988   51512454    166      17  261255       1.7653     0.038756
_SET4_     5463         12   51570719   51646477    157      25  250462      0.65529      0.25614
