# ALPHA = 0.05
# TOT_SETS = 1


# _SET1_ SET = Fernandez.2018.All.ARC.interactors
# _SET1_ NGENES = 777
# _SET1_ P = 0.000659453
_SET1_     GENE        CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET1_     55753        10   50932687   51005425    185      19  253255       2.1447     0.015987
_SET1_     55847        10   59993862   60060752    229      11  259457      -1.3481      0.91119
_SET1_     288          10   61776056   62528284   2212      86  260205       1.2002      0.11503
_SET1_     3098         10   70994740   71171638    584      73  249113      0.45832      0.32336
_SET1_     5532         10   75186563   75290782     91      12  245367     0.068773      0.47259
_SET1_     9632         10   75469039   75541933     87      10  252169       2.5596    0.0052389
_SET1_     818          10   75562259   75669349    151      15  250778       3.1704   0.00076115
_SET1_     7417         10   76934912   77001206    138      23  256688       1.8354     0.033226
_SET1_     2746         10   88799959   88889776    189      20  258128        2.204     0.013761
_SET1_     84896        10   89501608   89636111    228      19  255612      0.92253      0.17813
_SET1_     9211         10   95482566   95567916    232      41  253568      0.38152      0.35141
_SET1_     10580        10   97061530   97356171   1007      75  257415        5.675   6.9344e-09
_SET1_     5223         10   99151027   99203198    132      14  259359       2.5812     0.004923
_SET1_     401647       10   99574995   99641335    148      26  242207       1.1125      0.13296
_SET1_     55118        10   99614757   99825585    348      45  250177       2.3061     0.010553
_SET1_     4714         10  102273497  102324640    110       4  260028       1.4913     0.067943
_SET1_     81855        10  102755996  102810998    105      31  242017      0.55951      0.28791
_SET1_     10121        10  104228986  104297580    176      10  263676        2.061     0.019654
_SET1_     9118         10  105001919  105060108    101      16  247234       3.5093   0.00022461
_SET1_     9644         10  105343784  105650195    741      76  255349       3.3885   0.00035132
_SET1_     120          10  111730627  111905323    380      21  231990       2.2669     0.011698
_SET1_     3983         10  116180869  116479762    778      65  253482    -0.079073      0.53151
_SET1_     259217       10  118420703  118644693    510      49  255469       2.1231     0.016872
_SET1_     1793         10  128733965  129260780   1787     127  246905       1.5075     0.065837
_SET1_     3632         10  134316283  134606984    834      38  248995      0.20455      0.41896
_SET1_     79751        11     780475     833269    142      24  246921      0.81346      0.20798
_SET1_     161          11     890809    1022245    335      15  259924       1.9111     0.027995
_SET1_     54472        11    1285598    1365892    233      32  259690       3.5859   0.00016799
_SET1_     9024         11    1376129    1493919    562      47  253665       2.7481    0.0029974
_SET1_     391          11    3838208    3897213    136      25  244221        1.378     0.084106
_SET1_     10612        11    6459843    6530689    140      18  257024       1.1711      0.12079
_SET1_     22800        11   14289466   14421052    152      26  259030       1.9054     0.028367
_SET1_     6207         11   17085939   17134220     97      17  253795       2.4231    0.0076939
_SET1_     7251         11   18491858   18583503    243      22  260416      -1.0835       0.8607
_SET1_     55327        11   27505965   27563326     78      10  249934     -0.68077      0.75199
_SET1_     25758        11   33528877   33705648    408      37  254440      0.55286      0.29018
_SET1_     8050         11   34902677   35027675    560      16  263541      -1.2424      0.89296
_SET1_     6506         11   35262752   35476610    624      46  258022     -0.92282      0.82195
_SET1_     9793         11   46755084   46902859    218      22  256723       4.3753   6.0633e-06
_SET1_     4722         11   47565562   47616115     62      15  257873       5.8423   2.5742e-09
_SET1_     23788        11   47628858   47699206     84      13  259418       4.9557   3.6041e-07
_SET1_     349667       11   57192926   57254384     87      14  252524       1.5578     0.059634
_SET1_     1500         11   57485756   57596652    113      13  260494       3.9091    4.633e-05
_SET1_     9066         11   61271188   61383523    138      18  240635       4.6397   1.7444e-06
_SET1_     1937         11   62317073   62376460     73       9  250085       1.7939     0.036411
_SET1_     2785         11   62440066   62486678     57       7  253188      0.28366      0.38834
_SET1_     2011         11   63571400   63688492    167      19  248987      0.16257      0.43543
_SET1_     25824        11   64050347   64099295     67      17  238758       1.8745     0.030429
_SET1_     1072         11   65612282   65660804     87      11  259451       1.3171     0.093899
_SET1_     55690        11   65802747   66022218    340      18  261164     -0.17206       0.5683
_SET1_     64837        11   65989765   66045332     82      14  258526      0.45131      0.32588
_SET1_     81876        11   66001056   66054963     76      12  261219      0.25272      0.40024
_SET1_     6712         11   66439967   66531716     71      21  256893       1.9632     0.024811
_SET1_     5499         11   67155652   67204376     93      17  245348     -0.74363      0.77145
_SET1_     4723         11   67339323   67390012    132      12  260004     -0.80889      0.79071
_SET1_     8500         11   70081806   70240607    320      19  255667      0.17223      0.43163
_SET1_     22941        11   70303961   70970808   1757     151  251393    -0.069124      0.52755
_SET1_     55004        11   71795371   71849433    141      11  252836    -0.029698      0.51185
_SET1_     5138         11   72277184   72420497    379      36  258902       3.7091   0.00010399
_SET1_     6188         11   75075535   75143346    151      22  261192       -0.558      0.71158
_SET1_     4135         11   75287959   75414479    244      23  248195      0.87361      0.19116
_SET1_     726          11   76742992   76847201    284      42  243164      0.19783      0.42159
_SET1_     5058         11   77023060   77220108    481      27  242296        1.183       0.1184
_SET1_     1740         11   83156055   85373314   5695     174  257846       3.2203   0.00064039
_SET1_     2893         11  105445800  105862819    810      46  255169       5.8683   2.2013e-09
_SET1_     38           11  107957258  108028895    129      20  258310       1.3474     0.088931
_SET1_     5962         11  110035605  110202437    261      20  254717       1.8351     0.033245
_SET1_     1737         11  111860538  111945002    107      10  245133      0.04207      0.48322
_SET1_     4684         11  112796969  113159158    985      65  253595       5.6035   1.0501e-08
_SET1_     23187        11  118442213  118538748    153      21  253311      0.24695      0.40247
_SET1_     1656         11  118608472  118696972    184      18  258208    -0.036716      0.51464
_SET1_     6230         11  118876422  118924057    112      15  248820     -0.49907      0.69113
_SET1_     55823        11  118903493  118962688    106      11  253928     -0.20559      0.58145
_SET1_     3312         11  122918200  122968074    184      18  257290     0.083424      0.46676
_SET1_     6734         11  126122814  126173877    128      19  261987     -0.13483      0.55363
_SET1_     50863        11  131205371  132216716   2996     252  251151       4.4505   4.2833e-06
_SET1_     4978         11  132274875  133437403   3655     290  250396        3.932   4.2119e-05
_SET1_     23085        12    1065404    1615099   1719      61  252893       2.6107    0.0045173
_SET1_     8079         12    6847158    6897721    144      21  254137     0.062363      0.47514
_SET1_     7167         12    6941288    6990110      8       3  251079       1.2954     0.097588
_SET1_     2026         12    6988614    7042860      3       1  252996       1.3864     0.082808
_SET1_     2904         12   13703684   14168022   1404      95  256535        1.481     0.069301
_SET1_     3945         12   21778275   21845789    101       6  257191     0.085595      0.46589
_SET1_     3845         12   25348180   25438870    276      34  254123     -0.82357      0.79491
_SET1_     10059        12   32797134   32908584    384      10  262136       1.9226     0.027263
_SET1_     225          12   39935022   40048843    224      32  258750       2.7792    0.0027246
_SET1_     1272         12   41051244   41476214   1326      62  255794      0.81106      0.20867
_SET1_     5756         12   44177526   44235178    124      22  256900      -1.2186       0.8885
_SET1_     5213         12   48464656   48550187    225      22  261640       1.2147      0.11224
_SET1_     784          12   49173215   49232726    101      18  258451       4.2929   8.8169e-06
_SET1_     377          12   49319987   49386309    143      13  260985       3.5237    0.0002128
_SET1_     7846         12   49568578   49618107     80      13  251212       3.7307   9.5486e-05
_SET1_     51474        12   50559563   50712353    187      10  259457        1.693     0.045225
_SET1_     57609        12   50863768   51152450    468      19  256001        1.239      0.10768
_SET1_     5094         12   53810886   53884946     91      12  254293       4.0993   2.0719e-05
_SET1_     4637         12   56517045   56565366     46      17  243481       3.1524   0.00080967
_SET1_     1431         12   56655483   56729175    104       8  254592     -0.37418      0.64587
_SET1_     506          12   57021959   57074852    100      12  253651       1.6808     0.046398
_SET1_     4035         12   57487282   57617142    180      30  253109       4.3038   8.3962e-06
_SET1_     10540        12   57913833   57976114     78      12  253210      0.42684      0.33475
_SET1_     116986       12   58107544   58170984     67      11  257383        3.554    0.0001897
_SET1_     55832        12   67628061   67718388    299      21  259593        1.024      0.15291
_SET1_     10576        12   69944206   70020595    181      20  257080       2.1344     0.016403
_SET1_     6857         12   79222773   79855788   1408      74  253660       3.1727   0.00075517
_SET1_     8825         12   81181171   81366702    516      35  259194       0.7351      0.23114
_SET1_     8499         12   81642045   82188109   1280      65  255752        2.624    0.0043453
_SET1_     490          12   89971826   90138130    254      26  260937       -1.108      0.86606
_SET1_     7334         12   93792088   93871026    170      27  245814      0.47347      0.31794
_SET1_     5250         12   98952403   99005778    141      30  255474        0.196      0.42231
_SET1_     56899        12   99118569  100413512   3094     176  253402        4.726    1.145e-06
_SET1_     7184         12  104289112  104351708    275      29  260366       0.8682      0.19264
_SET1_     10970        12  106621659  106676713    163      35  243880      0.59978      0.27433
_SET1_     23603        12  109028885  109160326    234      24  253533       4.1182   1.9092e-05
_SET1_     488          12  110684032  110798898    128      22  256094       4.6681   1.5196e-06
_SET1_     10094        12  110862695  110923222     93      11  257233       4.0983   2.0812e-05
_SET1_     22895        12  113194343  113346686    297      38  250511       2.0478     0.020289
_SET1_     11113        12  120113595  120350095    570      41  250381       1.6497     0.049498
_SET1_     6175         12  120624502  120674014     58      13  257067       3.2192   0.00064268
_SET1_     8655         12  120872660  120946298    199      20  263360       3.7813   7.8012e-05
_SET1_     9761         12  121089949  121149667    205      34  246940       3.0656    0.0010862
_SET1_     65082        12  122704111  122786068    157      16  241696       3.1233   0.00089406
_SET1_     7316         12  125386192  125434587    165      29  249496      0.69481      0.24359
_SET1_     23504        12  130870681  131235828   1504     169  246248       1.9401     0.026184
_SET1_     10810        13   27096840   27273082    545      27  258916     0.078557      0.46869
_SET1_     10808        13   31700762   31772246    180      18  257288       2.8933    0.0019059
_SET1_     9201         13   36332789   36740514   1231     107  256051       3.2248   0.00063037
_SET1_     8803         13   48506791   48647125    575      27  255515       1.0857       0.1388
_SET1_     4008         13   76159570   76444006    741      63  260409       1.3148      0.09429
_SET1_     115207       13   77444304   77495540    133      27  245489       1.2255      0.11018
_SET1_     10160        13   98759893   99112023   1204     140  249817       1.2921     0.098156
_SET1_     23348        13   99435741   99773660   1049      35  256951       2.3024     0.010657
_SET1_     23256        14   31056460   31215034    353      23  257072      -0.2418      0.59553
_SET1_     10484        14   39491123   39607447    279      22  261919       2.3513     0.009354
_SET1_     54331        14   52292022   52446518    639      70  248380       2.5475    0.0054254
_SET1_     10640        14   57659194   57770726    116      12  245799     -0.99189      0.83937
_SET1_     23002        14   59620329   59848123    653      40  260831       2.9355    0.0016652
_SET1_     5529         14   63829838   64045095    547      33  253571       1.4595     0.072212
_SET1_     4522         14   64819754   64936725    297      30  255327       2.8329    0.0023062
_SET1_     3306         14   64972186   65019955    133      15  261674       1.5292     0.063111
_SET1_     6710         14   65203001   65381604    664      45  258592    0.0099489      0.49603
_SET1_     10243        14   66939125   67658525   2079      19  248148     -0.96564      0.83289
_SET1_     1965         14   67792034   67863233    208      17  247610     -0.13298       0.5529
_SET1_     51382        14   67794581   67861720    192      16  247778     -0.13477       0.5536
_SET1_     87           14   69330840   69481083    542      53  257576       2.0479     0.020285
_SET1_     26037        14   71753108   72217761    585      27  254803      0.94151      0.17322
_SET1_     1743         14   75313594   75380450    149      15  261404      0.79947      0.21201
_SET1_     5700         14   90687894   90748969    153       6  262490      0.54418      0.29316
_SET1_     51466        14  100450719  100620573    449      35  258029      0.52639      0.29931
_SET1_     57596        14  100993484  101071131    158      19  249735      -1.0963      0.86353
_SET1_     1778         14  102395865  102527135    328      25  254326      0.11749      0.45324
_SET1_     3320         14  102537075  102641086    224      23  254798     -0.27776       0.6094
_SET1_     9578         14  103388716  103558742    375      34  251511     -0.30562      0.62005
_SET1_     1152         14  103975995  104024196    115      15  253178       6.8485   3.7314e-12
_SET1_     9529         14  104012881  104064151     97      12  259940       6.0553   7.0065e-10
_SET1_     3831         14  104060525  104177888    265      16  259577       6.1369   4.2079e-10
_SET1_     283638       14  105296650  105373107    215      19  249264    -0.023986      0.50957
_SET1_     23191        15   22857667   23013603    518      74  242891     -0.88917      0.81304
_SET1_     7082         15   29982338   30296038    760      62  252420       1.2984     0.097078
_SET1_     254531       15   34641089   34694397     97      25  243735      0.32827      0.37135
_SET1_     23339        15   42440899   42535524    211      22  227253     0.013736      0.49452
_SET1_     4130         15   43768165   43833818     78       8  261378       2.9754    0.0014628
_SET1_     2923         15   44003326   44074804     92       9  258070       3.7754   7.9866e-05
_SET1_     29767        15   52008758   52118560    284      13  259201       2.8865     0.001948
_SET1_     4644         15   52589480   52856247    789      18  249442      0.62347      0.26649
_SET1_     145773       15   59695372   59825751    364      28  257813       1.0043      0.15763
_SET1_     83660        15   62647769   63146830   1314     121  251804       1.4113     0.079084
_SET1_     6642         15   64351275   64446433    208      19  247447       2.1568     0.015509
_SET1_     5604         15   66644182   66793882    401      25  259752       2.7221    0.0032436
_SET1_     6124         15   66781653   66851870    196      21  261229       2.5968    0.0047046
_SET1_     10391        15   68816614   69030145    593      53  250948      0.42772      0.33443
_SET1_     5315         15   72481370   72558901    138      18  240862      -0.1491      0.55926
_SET1_     9377         15   75202616   75265495    103      14  256064       2.4899    0.0063899
_SET1_     84894        15   77895369   78023490    362      36  254298       1.3915     0.082038
_SET1_     3419         15   78406698   78472884    160      25  258471       1.0683      0.14269
_SET1_     8120         15   83318033   83413660    226      32  259289       4.3423   7.0499e-06
_SET1_     9455         15   83507729   83689905    372      30  256408       2.4899    0.0063897
_SET1_     10239        15   90363831   90472617    220      21  255491     -0.33218      0.63012
_SET1_     10273        16     695115     742768    128      10  257255       1.7386     0.041056
_SET1_     23162        16    1721184    1830318    189      20  254435        2.547    0.0054322
_SET1_     9351         16    2041869    2099027    143      23  248813      -0.3528      0.63788
_SET1_     57524        16    2217184    2281479     91      14  240921      0.27239      0.39266
_SET1_     57465        16    2490146    2565734     68      11  239124     -0.25761      0.60165
_SET1_     10131        16    3698038    3802598    245      46  247502      0.90808      0.18192
_SET1_     2903         16    9837265   10311611   1902      63  259920       6.8093   4.9037e-12
_SET1_     6210         16   18784277   18836656     80       8  258344     -0.40807      0.65839
_SET1_     51704        16   19860293   19932049    152      20  254873     0.043539      0.48264
_SET1_     7385         16   21929609   22004668     56      12  244527     -0.74651      0.77232
_SET1_     7284         16   28843732   28892729     72       4  258718       7.7914   3.3138e-15
_SET1_     9344         16   29950188   30013583     74       9  256721      0.54683      0.29225
_SET1_     226          16   30029411   30091741     68       8  257260     -0.54514      0.70717
_SET1_     11151        16   30159731   30210397     47       8  254879      0.85315      0.19679
_SET1_     112755       16   30990577   31056829     82       9  253271       1.6983     0.044726
_SET1_     10295        16   31084615   31134112     68       8  257364      0.33605      0.36842
_SET1_     55737        16   46683589   46758144     31       4  136235        1.157      0.12364
_SET1_     10294        16   46979274   47042625     54       7  155153      0.49906      0.30887
_SET1_     1540         16   50740961   50845847    174      21  254402      0.90734      0.18211
_SET1_     2775         16   56190251   56401356    514      45  256580       3.1379   0.00085084
_SET1_     51090        16   57280009   57353584    251      36  240264     -0.58717      0.72146
_SET1_     1783         16   66744796   66820526    123       8  259702      0.55002      0.29115
_SET1_     9114         16   67461917   67550089    137      16  221912       1.0002      0.15861
_SET1_     16           16   70276198   70358452     74      20  219617       1.7078     0.043841
_SET1_     9798         16   71893311   71974542    168      17  261826       5.7318   4.9697e-09
_SET1_     2734         16   74471325   74676042    581      25  259819       1.3192     0.093546
_SET1_     1012         16   82625399   83840215   6502     358  254863       3.7594   8.5147e-05
_SET1_     5119         16   89700839   89759193    244      30  245838       2.5451    0.0054626
_SET1_     10381        16   89953417   90012505    206      22  250803       2.1814     0.014578
_SET1_     29           17     896758    1125616    750     110  245362      0.60568      0.27236
_SET1_     7531         17    1237833    1338669    379      33  253705      0.11337      0.45487
_SET1_     4641         17    1357480    1431001    239      39  248549       0.5489      0.29154
_SET1_     50488        17    4701635    4811356    261      23  254964      0.71029      0.23876
_SET1_     8402         17    4830425    4878462     94      18  258017       1.0716      0.14194
_SET1_     1742         17    7083209    7158369    114      22  243381       1.0975      0.13621
_SET1_     57555        17    7276502    7333183    121      28  237764      0.45069      0.32611
_SET1_     9513         17    7484548    7553215    171      17  259288      0.62401      0.26631
_SET1_     482          17    7519254    7571089    164      17  246722       1.0501      0.14683
_SET1_     6844         17    8052465    8101293    101      14  253659       3.7275   9.6698e-05
_SET1_     81565        17    8281447    8381495    183      33  250788      0.41033      0.34078
_SET1_     4628         17    8367523    8569094    301      26  253704       2.4352    0.0074422
_SET1_     8522         17    9803926   10136868   1265     168  245385     -0.61824      0.73179
_SET1_     9912         17   12657829   12904960    841      59  254231      0.95645      0.16942
_SET1_     23164        17   16910790   17105962    439      28  252876       1.3795     0.083875
_SET1_     146691       17   17736822   17910784    265      10  255738       4.2692    9.807e-06
_SET1_     92521        17   19877649   20228072    770      21  250799       2.5467    0.0054367
_SET1_     2319         17   27196356   27259715     71      16  253045        3.885   5.1165e-05
_SET1_     399687       17   27390528   27542432    291      23  256789      0.35337      0.36191
_SET1_     57551        17   27682943   27888921    320      16  259498       3.6101   0.00015305
_SET1_     28964        17   27890487   27951610     67      16  248900       4.2203   1.2197e-05
_SET1_     4974         17   29611668   29659380     58       5  258808       3.0964   0.00097956
_SET1_     55288        17   30434473   30562746    187      10  255215     -0.45771      0.67642
_SET1_     5717         17   30736481   30820337     77      13  252242       2.2724      0.01153
_SET1_     4642         17   30809628   31238902    742      66  249728       1.2536        0.105
_SET1_     57636        17   36549720   36678628    324      40  245577       1.2091      0.11331
_SET1_     80725        17   36676259   36797183    246      33  232969      0.68727      0.24596
_SET1_     8396         17   36911944   36991218    176      25  254296       1.9477     0.025725
_SET1_     3927         17   36991112   37088023    285      46  249406      0.55793      0.28845
_SET1_     782          17   37319709   37388956    107      25  243293       1.2952     0.097631
_SET1_     6143         17   37321536   37370980     84      21  242931       1.6807     0.046408
_SET1_     147179       17   38340556   38448944    180      18  253305       1.9587     0.025077
_SET1_     47           17   40013169   40121795    197      17  260139       1.6831     0.046177
_SET1_     1267         17   40083737   40139754     91      15  256941      0.95901      0.16878
_SET1_     535          17   40575862   40684597    161      19  259143         2.77     0.002803
_SET1_     8506         17   40799632   40862011     70       9  258995       2.6462      0.00407
_SET1_     4355         17   41942727   42022079    217      22  260821       1.3699     0.085362
_SET1_     2670         17   42972994   43027920    164      28  262121       3.8683   5.4807e-05
_SET1_     4137         17   43936702   44115700    902       5  257816       4.7631    9.533e-07
_SET1_     4905         17   44633035   44844830     82       8  250307       4.5206   3.0826e-06
_SET1_     3837         17   45691861   45772037    119      16  252569      0.69118      0.24473
_SET1_     5245         17   47471410   47527267    137      28  246163       2.9457    0.0016113
_SET1_     84687        17   48201101   48262877    101      24  253363      0.20335      0.41943
_SET1_     55379        17   48448594   48509914    193      22  256462       1.4131     0.078807
_SET1_     4830         17   49195920   49249450    143      21  255575       1.3158     0.094119
_SET1_     140735       17   56125780   56177618     81      15  244316        3.298   0.00048695
_SET1_     5414         17   56587611   56653179    115      18  257628       7.0299   1.0333e-12
_SET1_     1213         17   57662050   57784317    185      16  247757       1.5588     0.059527
_SET1_     10672        17   62995407   63087920    122      20  243193      -1.2562      0.89548
_SET1_     5573         17   66472921   66557457    205      27  260040       1.9363     0.026415
_SET1_     23580        17   71269763   71343314    161      32  250543      -1.1857      0.88213
_SET1_     6169         17   72164795   72216019    166      43  241714       3.0543    0.0011281
_SET1_     388419       17   72342555   72392958    126      29  241984      0.26501       0.3955
_SET1_     23265        17   74067086   74134868    182      18  243437      0.12266      0.45119
_SET1_     10801        17   75242492   75506678    821      90  245792      -2.1198      0.98299
_SET1_     4884         17   78430633   78485404    118      28  250395       3.2963   0.00048977
_SET1_     79643        17   78930641   78983933    196      27  246944      0.90914      0.18164
_SET1_     10458        17   78973944   79101232    518      65  236762       4.5443   2.7555e-06
_SET1_     1453         17   80187523   80266594    108      14  244770     -0.28995      0.61407
_SET1_     7525         18     711592     847327    427      34  248149     -0.02444      0.50975
_SET1_     103910       18    3227111    3288282    233      22  252043      0.15837      0.43708
_SET1_     9229         18    3486030    4490310   3107     298  237387       4.8911   5.0142e-07
_SET1_     23136        18    5382380    5665662    803      80  249182      0.16828      0.43318
_SET1_     9218         18    9878955    9970018    259      27  255534       2.0602     0.019692
_SET1_     8774         18   10490873   10562766    200      14  258631     -0.15495      0.56157
_SET1_     10939        18   12318943   12412275    228      25  254613     -0.95342      0.82981
_SET1_     1837         18   32038254   32481808    937      35  257662      0.89576      0.18519
_SET1_     498          18   43654110   43719199    200      18  259179     -0.46663      0.67962
_SET1_     23335        18   54283590   54707036   1131      56  247408       3.0436    0.0011688
_SET1_     4155         18   74680789   74879774    855     119  246219       2.8736     0.002029
_SET1_     5064         19     673953     758330    374      61  238681       3.9775   3.4825e-05
_SET1_     513          19    1206749    1254824    100      17  237775       1.1037      0.13486
_SET1_     374291       19    1348526    1405588    143      24  243661      0.53677      0.29571
_SET1_     2767         19    3059408    3131468    217      40  232491      -0.6513      0.74257
_SET1_     1938         19    3966054    4020477    100      15  247856        0.902      0.18353
_SET1_     5802         19    5195514    5375814    628      88  247639      0.33221      0.36987
_SET1_     10382        19    6484330    6537595     99      31  239202     -0.78216      0.78294
_SET1_     6234         19    8351384    8397280    134      15  257101     -0.97747      0.83583
_SET1_     4701         19    8363492    8421452    221      24  249547      -0.6766      0.75067
_SET1_     4670         19    8474460    8564002    238      27  249085        2.285     0.011156
_SET1_     7087         19   10365655   10417454    113      27  242329       3.2085   0.00066726
_SET1_     1785         19   10793729   10954169    380      33  251768       1.0257      0.15252
_SET1_     2193         19   13023284   13079558     78      14  240523       2.1413     0.016124
_SET1_     773          19   13307256   13652274   1117     123  248069      0.42406      0.33576
_SET1_     22859        19   14248549   14351997    183      32  239239     -0.79264      0.78601
_SET1_     3337         19   14615581   14675087    150      23  239825      -0.2443       0.5965
_SET1_     58513        19   16456055   16617823    320      25  256011     -0.31048       0.6219
_SET1_     376497       19   17546300   17626977    207      25  252115       3.1972   0.00069384
_SET1_     23025        19   17702137   17834123    423      77  238865       1.8085     0.035261
_SET1_     5864         19   18297609   18349874    116      13  259056       3.4758   0.00025467
_SET1_     23770        19   18632568   18689887    110      16  249823      0.48533      0.31372
_SET1_     1463         19   19287773   19373061    198      30  255773       1.1879      0.11743
_SET1_     51079        19   19591550   19649858    109      11  256806      0.73133      0.23229
_SET1_     57130        19   19746007   19809512    162      27  246519      0.98162      0.16314
_SET1_     7386         19   29688167   29739136    130      18  259363       2.3863    0.0085104
_SET1_     4099         19   35747989   35814710    151      23  258129      0.54774      0.29193
_SET1_     115703       19   36231417   36289724    145      20  261437       3.2248   0.00063033
_SET1_     81           19   39103256   39231336    321      22  259969      0.32859      0.37123
_SET1_     57731        19   40938050   41092365    369      57  247113       1.5703     0.058168
_SET1_     9253         19   41161810   41231556    181      28  256510       1.0183      0.15427
_SET1_     6223         19   42328988   42385484     73       6  259288      -0.5048      0.69315
_SET1_     478          19   42460628   42533428     42      15  234124       2.3522    0.0093309
_SET1_     348          19   45374039   45422650    137      29  251977       2.0783     0.018839
_SET1_     57787        19   45719516   45818541    288      24  257194       3.1519   0.00081095
_SET1_     1762         19   46276205   46331060    143      18  257928       1.0981      0.13607
_SET1_     1175         19   47331423   47389203     62      20  249486       2.1249     0.016799
_SET1_     6543         19   47921274   48010307    167      24  250183     0.047822      0.48093
_SET1_     8775         19   47980891   48053515     85      11  254814    -0.040389      0.51611
_SET1_     114783       19   48978528   49051446    145      22  243237      0.90593      0.18249
_SET1_     8541         19   49587646   49664287    191      34  252322      0.95757      0.16914
_SET1_     57030        19   49922655   49980617    112      16  250590       3.4959   0.00023623
_SET1_     6205         19   49964622   50012969    117      13  253726       2.3209     0.010146
_SET1_     160          19   50235180   50320369    166      29  252899       1.2323      0.10893
_SET1_     79784        19   50671885   50823801    592      63  250632       1.5111     0.065375
_SET1_     5518         19   52658055   52739678    312      23  255951     -0.60435       0.7272
_SET1_     5582         19   54350467   54420906    115      24  229441      0.40416      0.34305
_SET1_     84446        19   55758440   55833930    196      30  252023      0.25728      0.39848
_SET1_     729956       19   55930105   55989230    129      35  246475       3.0632    0.0010949
_SET1_     1457         20     453338     559482    218      35  247842        2.388    0.0084699
_SET1_     64601        20    2786373    2857378    175      27  244550     -0.31649      0.62418
_SET1_     9762         20    3133263    3189238    184      30  249651       2.4139    0.0078914
_SET1_     23236        20    8077912    8875547   2445     177  255127       4.8768   5.3902e-07
_SET1_     6616         20   10164477   10298068    312      41  242442       2.1015     0.017798
_SET1_     63908        20   23345156   23437156    276      16  260471      0.53862      0.29508
_SET1_     128866       20   32364110   32452173     96      16  250471       1.2229      0.11069
_SET1_     83658        20   33069193   33138762     63       9  249552      0.90126      0.18372
_SET1_     84557        20   33099688   33158149     60       9  246456      0.77571      0.21896
_SET1_     2036         20   34644426   34830721    203      23  249289       3.4074   0.00032795
_SET1_     22839        20   34960444   35167040    219      34  252881      0.50818      0.30566
_SET1_     6714         20   35938088   36043835    251      36  248120      0.43823      0.33061
_SET1_     57148        20   37066486   37217504    220      20  250708       2.9721     0.001479
_SET1_     78997        20   42840739   42919557    207      19  260507       1.2614      0.10359
_SET1_     7529         20   43479240   43547173    165      12  257686      0.22492      0.41102
_SET1_     57468        20   44615329   44698789    256      23  251416      0.93084      0.17597
_SET1_     63916        20   44984689   45070690     81       7  255460      0.25694      0.39861
_SET1_     10079        20   50203314   50419908    892      47  259626       2.1132     0.017293
_SET1_     8537         20   52550079   52722304    700      58  255519      0.61457      0.26942
_SET1_     9217         20   56929175   57036157    263      25  255972       1.4125     0.078907
_SET1_     8675         20   57191309   57264582    170      33  246692     -0.66633       0.7474
_SET1_     2778         20   57379756   57496250    265      44  254218     -0.70584      0.75986
_SET1_     1002         20   59792482   60525673   2802     246  248832       6.4878   4.3564e-11
_SET1_     3785         20   62021561   62138993    490      53  248146       1.3315      0.09152
_SET1_     1917         20   62109365   62165668    288      34  237755      0.11757       0.4532
_SET1_     4685         21   22335633   22923892   1796     111  253517       3.1433   0.00083522
_SET1_     10694        21   30418647   30481010    119      15  257831       1.6608     0.048377
_SET1_     8867         21   33987269   34135351    222      28  259620       1.1426       0.1266
_SET1_     6453         21   34979706   35271609    470      69  254962       2.5296    0.0057101
_SET1_     539          21   35265757   35323158    157      20  261623       1.0742      0.14138
_SET1_     5211         21   45684925   45757261    244      39  251922       1.6107      0.05362
_SET1_     529          22   18064902   18146588    293      19  259102     -0.19612      0.57774
_SET1_     5413         22   19666987   19720845    121      21  231684      0.84521        0.199
_SET1_     5297         22   21051979   21248100    466      17  260369      0.10916      0.45654
_SET1_     150209       22   21284418   21345649    137      25  248134      0.10713      0.45734
_SET1_     5594         22   22103946   22256970    308      23  259023     -0.47361      0.68211
_SET1_     2781         22   23377669   23477224    191      19  249842     0.041834      0.48332
_SET1_     613          22   23487402   23670224    477      35  257808      -0.7791      0.78204
_SET1_     162          22   29713669   29819754    205      26  254328      0.36031      0.35931
_SET1_     4744         22   29841181   29897279    139      26  250741     -0.85086      0.80258
_SET1_     8508         22   29940797   30012326    191      15  261915     -0.77045      0.77948
_SET1_     7533         22   32305479   32363590    166      34  250376       1.2011      0.11486
_SET1_     51493        22   32773562   32843274    276      37  257571     -0.80522      0.78965
_SET1_     8224         22   32898539   33489377   1710     128  254198      0.97845      0.16392
_SET1_     4627         22   36667323   36819107    463      43  248009     -0.34046      0.63325
_SET1_     10369        22   36946916   37133690    517      65  251654       1.2307      0.10923
_SET1_     114794       22   37754000   37858505    314      37  252012     -0.45847      0.67669
_SET1_     1454         22   38676697   38749089    115      32  245756       2.3252     0.010031
_SET1_     6122         22   39698887   39750670    200      25  259062       3.6112   0.00015241
_SET1_     50           22   41830099   41934993    141      13  249694       3.4077   0.00032754
_SET1_     55964        22   42337855   42404225    172      19  260868       6.0235   8.5332e-10
_SET1_     25813        22   44316261   44402412    311      23  254255       1.0924      0.13733
_SET1_     6305         22   50873429   50948467    237      53  244297       1.0025      0.15806
_SET1_     85358        22   51078070   51181640    227      39  244620       5.0463   2.2519e-07
_SET1_     9185          X   16929814   17181403     15       7  198106      0.90475       0.1828
