homolID	entrez	musName	mgid	geneName	orthoHumMus
3241	1677	Dffb	MGI:1196287	DFFB	1:1
3242	1687	Dfna5	MGI:1889850	DFNA5	1:1
3243	4735	Sept2	MGI:97298	SEPT2	1:1
3244	1746	Dlx2	MGI:94902	DLX2	1:1
3247	1760	Dmpk	MGI:94906	DMPK	1:1
3249	1787	Trdmt1	MGI:1274787	TRDMT1	1:1
3251	1827	Rcan1	MGI:1890564	RCAN1	1:1
3254	1843	Dusp1	MGI:105120	DUSP1	1:1
3255	1844	Dusp2	MGI:101911	DUSP2	1:1
3256	1847	Dusp5	MGI:2685183	DUSP5	1:1
3259	1877	E4f1	MGI:109530	E4F1	1:1
3260	1893	Ecm1	MGI:103060	ECM1	1:1
3262	1942	Efna1	MGI:103236	EFNA1	1:1
3263	1947	Efnb1	MGI:102708	EFNB1	1:1
3265	1999	Elf3	MGI:1101781	ELF3	1:1
3272	2059	Eps8	MGI:104684	EPS8	1:1
3273	2064	Erbb2	MGI:95410	ERBB2	1:1
3274	2079	Erh	MGI:108089	ERH	1:1
3275	2110	Etfdh	MGI:106100	ETFDH	1:1
3276	2119	Etv5	MGI:1096867	ETV5	1:1
3277	2134	Extl1	MGI:1888742	EXTL1	1:1
3278	2181	Acsl3	MGI:1921455	ACSL3	1:1
3279	1803	Dpp4	MGI:94919	DPP4	1:1
3280	2193	Farsa	MGI:1913840	FARSA	1:1
3281	2222	Fdft1	MGI:102706	FDFT1	1:1
3282	2245	Fgd1	MGI:104566	FGD1	1:1
3283	2250	Fgf5	MGI:95519	FGF5	1:1
3284	2255	Fgf10	MGI:1099809	FGF10	1:1
3285	2262	Gpc5	MGI:1194894	GPC5	1:1
3288	2277	Vegfd	MGI:108037	VEGFD	1:1
3290	2297	Foxd1	MGI:1347463	FOXD1	1:1
3291	2304	Foxe1	MGI:1353500	FOXE1	1:1
3292	2306	Foxd2	MGI:1347471	FOXD2	1:1
3293	2319	Flot2	MGI:103309	FLOT2	1:1
3294	10003	Naalad2	MGI:1919810	NAALAD2	1:1
3295	2483	Frg1	MGI:893597	FRG1	1:1
3296	2529	Fut7	MGI:107692	FUT7	1:1
3297	2590	Galnt2	MGI:894694	GALNT2	1:1
3299	2786	Gng4	MGI:102703	GNG4	1:1
3300	2801	Golga2	MGI:2139395	GOLGA2	1:1
3303	2888	Grb14	MGI:1355324	GRB14	1:1
3304	2958	Gtf2a2	MGI:1933289	GTF2A2	1:1
3306	3068	Hdgf	MGI:1194494	HDGF	1:1
3307	3169	Foxa1	MGI:1347472	FOXA1	1:1
3308	3171	Foxa3	MGI:1347477	FOXA3	1:1
3309	3175	Onecut1	MGI:1196423	ONECUT1	1:1
3315	3422	Idi1	MGI:2442264	IDI1	1:1
3318	3611	Ilk	MGI:1195267	ILK	1:1
3320	3796	Kif2a	MGI:108390	KIF2A	1:1
3322	3832	Kif11	MGI:1098231	KIF11	1:1
3323	3993	Llgl2	MGI:1918843	LLGL2	1:1
3325	4171	Mcm2	MGI:105380	MCM2	1:1
3326	4222	Meox1	MGI:103220	MEOX1	1:1
3327	4259	Mgst3	MGI:1913697	MGST3	1:1
3329	4313	Mmp2	MGI:97009	MMP2	1:1
3331	4606	Mybpc2	MGI:1336170	MYBPC2	1:1
3332	4661	Myt1	MGI:1100535	MYT1	1:1
3334	4675	Nap1l3	MGI:1859565	NAP1L3	1:1
3336	4685	Ncam2	MGI:97282	NCAM2	1:1
3337	4694	Ndufa1	MGI:1929511	NDUFA1	1:1
3338	4696	Ndufa3	MGI:1913341	NDUFA3	1:1
3341	4708	Ndufb2	MGI:1915448	NDUFB2	1:1
3343	4716	Ndufb10	MGI:1915592	NDUFB10	1:1
3344	4718	Ndufc2	MGI:1344370	NDUFC2	1:1
3346	4722	Ndufs3	MGI:1915599	NDUFS3	1:1
3349	4776	Nfatc4	MGI:1920431	NFATC4	1:1
3351	4855	Notch4	MGI:107471	NOTCH4	1:1
3354	5017	Ovol1	MGI:1330290	OVOL1	1:1
3355	5071	Park2	MGI:1355296	PARK2	1:1
3356	5106	Pck2	MGI:1860456	PCK2	1:1
3357	5188	Gatb	MGI:2442496	GATB	1:1
3361	5283	Pigh	MGI:99463	PIGH	1:1
3362	5288	Pik3c2g	MGI:1203730	PIK3C2G	1:1
3363	5316	Pknox1	MGI:1201409	PKNOX1	1:1
3364	5318	Pkp2	MGI:1914701	PKP2	1:1
3370	5871	Map4k2	MGI:1346883	MAP4K2	1:1
3371	5876	Rabggtb	MGI:99537	RABGGTB	1:1
3373	6327	Scn2b	MGI:106921	SCN2B	1:1
3374	6341	Sco1	MGI:106362	SCO1	1:1
3375	6364	Ccl20	MGI:1329031	CCL20	1:1
3381	6633	Snrpd2	MGI:98345	SNRPD2	1:1
3383	6738	Trove2	MGI:106652	TROVE2	1:1
3384	6780	Stau1	MGI:1338864	STAU1	1:1
3388	6902	Tbca	MGI:107549	TBCA	1:1
3389	6911	Tbx6	MGI:102539	TBX6	1:1
3391	7052	Tgm2	MGI:98731	TGM2	1:1
3392	7084	Tk2	MGI:1913266	TK2	1:1
3393	7104	Tm4sf4	MGI:2385173	TM4SF4	1:1
3394	7156	Top3a	MGI:1197527	TOP3A	1:1
3395	7189	Traf6	MGI:108072	TRAF6	1:1
3397	7247	Tsn	MGI:109263	TSN	1:1
3399	7433	Vipr1	MGI:109272	VIPR1	1:1
3401	7508	Xpc	MGI:103557	XPC	1:1
3402	2189	Fancg	MGI:1926471	FANCG	1:1
3404	7818	Dap3	MGI:1929538	DAP3	1:1
3408	7879	Rab7	MGI:105068	RAB7A	1:1
3409	7917	Bag6	MGI:1919439	BAG6	1:1
3411	8099	Cdk2ap1	MGI:1202069	CDK2AP1	1:1
3412	8106	Pabpn1	MGI:1859158	PABPN1	1:1
3413	8161	Coil	MGI:104842	COIL	1:1
3415	8193	Dpf1	MGI:1352748	DPF1	1:1
3418	8239	Usp9x	MGI:894681	USP9X	1:1
3419	5927	Kdm5a	MGI:2136980	KDM5A	1:1
3420	8313	Axin2	MGI:1270862	AXIN2	1:1
3421	8314	Bap1	MGI:1206586	BAP1	1:1
3422	8436	Sdpr	MGI:99513	SDPR	1:1
3423	8437	Rasal1	MGI:1330842	RASAL1	1:1
3424	8510	Mmp23	MGI:1347361	MMP23B	1:1
3425	1654	Ddx3x	MGI:103064	DDX3X	1:1
3426	8697	Cdc23	MGI:1098815	CDC23	1:1
3430	8924	Herc2	MGI:103234	HERC2	1:1
3432	9022	Clic3	MGI:1916704	CLIC3	1:1
3435	9064	Map3k6	MGI:1855691	MAP3K6	1:1
3436	9070	Ash2l	MGI:1344416	ASH2L	1:1
3437	9104	Rgn	MGI:108024	RGN	1:1
3438	8404	Sparcl1	MGI:108110	SPARCL1	1:1
3440	9110	Mtmr4	MGI:2180699	MTMR4	1:1
3441	9111	Nmi	MGI:1928368	NMI	1:1
3442	9112	Mta1	MGI:2150037	MTA1	1:1
3444	9114	Atp6v0d1	MGI:1201778	ATP6V0D1	1:1
3446	9128	Prpf4	MGI:1917302	PRPF4	1:1
3447	9129	Prpf3	MGI:1918017	PRPF3	1:1
3448	9130	Fam50a	MGI:1351626	FAM50A	1:1
3451	9135	Rabep1	MGI:1860236	RABEP1	1:1
3452	9136	Rrp9	MGI:2384313	RRP9	1:1
3454	9138	Arhgef1	MGI:1353510	ARHGEF1	1:1
3456	9145	Syngr1	MGI:1328323	SYNGR1	1:1
3458	9147	Nemf	MGI:1918305	NEMF	1:1
3463	9167	Cox7a2l	MGI:106015	COX7A2L	1:1
3465	9170	Lpar2	MGI:1858422	LPAR2	1:1
3467	9179	Ap4m1	MGI:1337063	AP4M1	1:1
3468	9181	Arhgef2	MGI:103264	ARHGEF2	1:1
3470	9184	Bub3	MGI:1343463	BUB3	1:1
3472	9187	Slc24a1	MGI:2384871	SLC24A1	1:1
3473	9188	Ddx21	MGI:1860494	DDX21	1:1
3475	2107	Etf1	MGI:2385071	ETF1	1:1
3476	9197	Slc33a1	MGI:1332247	SLC33A1	1:1
3480	9219	Mta2	MGI:1346340	MTA2	1:1
3483	9227	Lrat	MGI:1891259	LRAT	1:1
3484	9228	Dlgap2	MGI:2443181	DLGAP2	1:1
3486	9231	Dlg5	MGI:1918478	DLG5	1:1
3487	9236	Ccpg1	MGI:1196419	CCPG1	1:1
3489	9244	Crlf1	MGI:1340030	CRLF1	1:1
3490	9247	Gcm2	MGI:1861438	GCM2	1:1
3494	5863	Rgl2	MGI:107483	RGL2	1:1
3496	9270	Itgb1bp1	MGI:1306802	ITGB1BP1	1:1
3498	9274	Bcl7c	MGI:1332237	BCL7C	1:1
3499	9276	Copb2	MGI:1354962	COPB2	1:1
3500	9283	Gpr37l1	MGI:1928503	GPR37L1	1:1
3506	9331	B4galt6	MGI:1928380	B4GALT6	1:1
3507	9334	B4galt5	MGI:1927169	B4GALT5	1:1
3508	11251	Ptgdr2	MGI:1330275	PTGDR2	1:1
3510	9338	Tceal1	MGI:2385317	TCEAL1	1:1
3511	9341	Vamp3	MGI:1321389	VAMP3	1:1
3512	9342	Snap29	MGI:1914724	SNAP29	1:1
3513	9348	Ndst3	MGI:1932544	NDST3	1:1
3515	9352	Txnl1	MGI:1860078	TXNL1	1:1
3516	9353	Slit2	MGI:1315205	SLIT2	1:1
3517	9354	Ube4a	MGI:2154580	UBE4A	1:1
3519	9358	Itgbl1	MGI:2443439	ITGBL1	1:1
3520	9360	Ppig	MGI:2445173	PPIG	1:1
3521	9361	Lonp1	MGI:1921392	LONP1	1:1
3522	9363	Rab33a	MGI:109493	RAB33A	1:1
3525	9370	Adipoq	MGI:106675	ADIPOQ	1:1
3527	9372	Zfyve9	MGI:2652838	ZFYVE9	1:1
3530	9389	Slc22a14	MGI:2685974	SLC22A14	1:1
3536	9404	Lpxn	MGI:2147677	LPXN	1:1
3537	9409	Pex16	MGI:1338829	PEX16	1:1
3538	9410	Snrnp40	MGI:1913835	SNRNP40	1:1
3539	9411	Arhgap29	MGI:2443818	ARHGAP29	1:1
3540	9413	Fam189a2	MGI:2685813	FAM189A2	1:1
3541	9414	Tjp2	MGI:1341872	TJP2	1:1
3542	9416	Ddx23	MGI:1921601	DDX23	1:1
3544	9420	Cyp7b1	MGI:104978	CYP7B1	1:1
3545	9421	Hand1	MGI:103577	HAND1	1:1
3548	9425	Cdyl	MGI:1339956	CDYL	1:1
3549	9427	Ecel1	MGI:1343461	ECEL1	1:1
3551	9437	Ncr1	MGI:1336212	NCR1	1:1
3552	9439	Med23	MGI:1917458	MED23	1:1
3556	185	Agtr1a	MGI:87964	AGTR1	1:1
3557	9451	Eif2ak3	MGI:1341830	EIF2AK3	1:1
3560	9455	Homer2	MGI:1347354	HOMER2	1:1
3561	9459	Arhgef6	MGI:1920591	ARHGEF6	1:1
3562	9466	Il27ra	MGI:1355318	IL27RA	1:1
3564	9468	Pcyt1b	MGI:2147987	PCYT1B	1:1
3566	9474	Atg5	MGI:1277186	ATG5	1:1
3570	9488	Pigb	MGI:1891825	PIGB	1:1
3572	1213	Cltc	MGI:2388633	CLTC	1:1
3573	8087	Fxr1	MGI:104860	FXR1	1:1
3574	9514	Gal3st1	MGI:1858277	GAL3ST1	1:1
3576	9518	Gdf15	MGI:1346047	GDF15	1:1
3577	9519	Tbpl1	MGI:1339946	TBPL1	1:1
3581	9526	Mpdu1	MGI:1346040	MPDU1	1:1
3583	9528	Tmem59	MGI:1929278	TMEM59	1:1
3584	9529	Bag5	MGI:1917619	BAG5	1:1
3586	9533	Polr1c	MGI:103288	POLR1C	1:1
3587	9536	Ptges	MGI:1927593	PTGES	1:1
3588	9538	Ei24	MGI:108090	EI24	1:1
3589	9541	Cir1	MGI:1914185	CIR1	1:1
3590	9543	Igdcc3	MGI:1202390	IGDCC3	1:1
3591	9546	Apba3	MGI:1888527	APBA3	1:1
3592	9547	Cxcl14	MGI:1888514	CXCL14	1:1
3594	9551	Atp5j2	MGI:1927558	ATP5J2	1:1
3595	9552	Spag7	MGI:107380	SPAG7	1:1
3597	9554	Sec22b	MGI:1338759	SEC22B	1:1
3598	9555	H2afy	MGI:1349392	H2AFY	1:1
3600	114548	Nlrp3	MGI:2653833	NLRP3	1:1
3601	112936	Vps26b	MGI:1917656	VPS26B	1:1
3603	9575	Clock	MGI:99698	CLOCK	1:1
3604	9577	Bre	MGI:1333875	BRE	1:1
3606	9588	Prdx6	MGI:894320	PRDX6	1:1
3607	9592	Ier2	MGI:104815	IER2	1:1
3608	9600	Pitpnm1	MGI:1197524	PITPNM1	1:1
3610	9609	Rab36	MGI:1924127	RAB36	1:1
3615	9632	Sec24c	MGI:1919746	SEC24C	1:1
3619	755	1810043G02Rik	MGI:1915134	C21orf2	1:1
3620	832	Capzb	MGI:104652	CAPZB	1:1
3621	926	Cd8b1	MGI:88347	CD8B	1:1
3622	1013	Cdh15	MGI:106672	CDH15	1:1
3623	1020	Cdk5	MGI:101765	CDK5	1:1
3625	1497	Ctns	MGI:1932872	CTNS	1:1
3626	1612	Dapk1	MGI:1916885	DAPK1	1:1
3627	1653	Ddx1	MGI:2144727	DDX1	1:1
3628	1659	Dhx8	MGI:1306823	DHX8	1:1
3630	1776	Dnase1l3	MGI:1314633	DNASE1L3	1:1
3634	1833	Epyc	MGI:107942	EPYC	1:1
3635	1944	Efna3	MGI:106644	EFNA3	1:1
3636	2115	Etv1	MGI:99254	ETV1	1:1
3637	2475	Mtor	MGI:1928394	MTOR	1:1
3638	2516	Nr5a1	MGI:1346833	NR5A1	1:1
3640	2662	Gdf10	MGI:95684	GDF10	1:1
3641	2984	Gucy2c	MGI:106903	GUCY2C	1:1
3643	3150	Hmgn1	MGI:96120	HMGN1	1:1
3644	3381	Ibsp	MGI:96389	IBSP	1:1
3645	3416	Ide	MGI:96412	IDE	1:1
3650	3748	Kcnc3	MGI:96669	KCNC3	1:1
3653	3761	Kcnj4	MGI:104743	KCNJ4	1:1
3654	3764	Kcnj8	MGI:1100508	KCNJ8	1:1
3657	4204	Mecp2	MGI:99918	MECP2	1:1
3658	4287	Atxn3	MGI:1099442	ATXN3	1:1
3659	4318	Mmp9	MGI:97011	MMP9	1:1
3661	4608	Mybph	MGI:1858196	MYBPH	1:1
3664	4698	Ndufa5	MGI:1915452	NDUFA5	1:1
3666	4704	Ndufa9	MGI:1913358	NDUFA9	1:1
3668	4714	Ndufb8	MGI:1914514	NDUFB8	1:1
3669	4715	Ndufb9	MGI:1913468	NDUFB9	1:1
3670	4719	Ndufs1	MGI:2443241	NDUFS1	1:1
3671	4795	Nfkbil1	MGI:1340031	NFKBIL1	1:1
3672	4809	Nhp2l1	MGI:893586	SNU13	1:1
3673	4833	Nme4	MGI:1931148	NME4	1:1
3674	4899	Nrf1	MGI:1332235	NRF1	1:1
3675	4919	Ror1	MGI:1347520	ROR1	1:1
3676	4925	Nucb2	MGI:1858179	NUCB2	1:1
3677	4958	Omd	MGI:1350918	OMD	1:1
3680	5130	Pcyt1a	MGI:88557	PCYT1A	1:1
3681	5133	Pdcd1	MGI:104879	PDCD1	1:1
3682	5137	Pde1c	MGI:108413	PDE1C	1:1
3683	5169	Enpp3	MGI:2143702	ENPP3	1:1
3684	5216	Pfn1	MGI:97549	PFN1	1:1
3685	5229	Pggt1b	MGI:1917514	PGGT1B	1:1
3686	5293	Pik3cd	MGI:1098211	PIK3CD	1:1
3687	5296	Pik3r2	MGI:1098772	PIK3R2	1:1
3689	5309	Pitx3	MGI:1100498	PITX3	1:1
3690	5347	Plk1	MGI:97621	PLK1	1:1
3691	5348	Fxyd1	MGI:1889273	FXYD1	1:1
3693	5393	Exosc9	MGI:1355319	EXOSC9	1:1
3698	5551	Prf1	MGI:97551	PRF1	1:1
3699	5649	Reln	MGI:103022	RELN	1:1
3701	5746	Pth2r	MGI:2180917	PTH2R	1:1
3703	5826	Abcd4	MGI:1349217	ABCD4	1:1
3708	5913	Rapsn	MGI:99422	RAPSN	1:1
3709	5929	Rbbp5	MGI:1918367	RBBP5	1:1
3714	6421	Sfpq	MGI:1918764	SFPQ	1:1
3715	6492	Sim1	MGI:98306	SIM1	1:1
3716	6493	Sim2	MGI:98307	SIM2	1:1
3720	6900	Cntn2	MGI:104518	CNTN2	1:1
3722	7494	Xbp1	MGI:98970	XBP1	1:1
3723	7701	Zfp142	MGI:1924514	ZNF142	1:1
3725	7941	Pla2g7	MGI:1351327	PLA2G7	1:1
3727	8082	Sspn	MGI:1353511	SSPN	1:1
3730	100137049	Pla2g4b	MGI:2384819	PLA2G4B	1:1
3732	8995	Tnfsf18	MGI:2673064	TNFSF18	1:1
3733	9139	Cbfa2t2	MGI:1333833	CBFA2T2	1:1
3736	9203	Zmym3	MGI:1927231	ZMYM3	1:1
3737	9211	Lgi1	MGI:1861691	LGI1	1:1
3738	9242	Msc	MGI:1333884	MSC	1:1
3740	9590	Akap12	MGI:1932576	AKAP12	1:1
3742	9637	Fez2	MGI:2675856	FEZ2	1:1
3744	9939	Rbm8a	MGI:1913129	RBM8A	1:1
3745	9941	Exog	MGI:2143333	EXOG	1:1
3746	9942	Xylb	MGI:2142985	XYLB	1:1
3749	9946	Cryzl1	MGI:1913859	CRYZL1	1:1
3751	9957	Hs3st1	MGI:1201606	HS3ST1	1:1
3752	9961	Mvp	MGI:1925638	MVP	1:1
3754	9965	Fgf15	MGI:1096383	FGF19	1:1
3755	9966	Tnfsf15	MGI:2180140	TNFSF15	1:1
3759	9970	Nr1i3	MGI:1346307	NR1I3	1:1
3760	9971	Nr1h4	MGI:1352464	NR1H4	1:1
3762	9973	Ccs	MGI:1333783	CCS	1:1
3763	9975	Nr1d2	MGI:2449205	NR1D2	1:1
3766	9982	Fgfbp1	MGI:1096350	FGFBP1	1:1
3768	9985	Rec8	MGI:1929645	REC8	1:1
3769	9986	Rce1	MGI:1336895	RCE1	1:1
3772	2244	Fgb	MGI:99501	FGB	1:1
3773	2694	Gif	MGI:1202394	GIF	1:1
3774	55806	Hr	MGI:96223	HR	1:1
3778	9094	Unc119	MGI:1328357	UNC119	1:1
3779	9095	Tbx19	MGI:1891158	TBX19	1:1
3780	9097	Usp14	MGI:1928898	USP14	1:1
3782	9101	Usp8	MGI:1934029	USP8	1:1
3783	25	Abl1	MGI:87859	ABL1	1:1
3784	187	Aplnr	MGI:1346086	APLNR	1:1
3785	207	Akt1	MGI:87986	AKT1	1:1
3789	430	Ascl2	MGI:96920	ASCL2	1:1
3792	509	Atp5c1	MGI:1261437	ATP5C1	1:1
3795	535	Atp6v0a1	MGI:103286	ATP6V0A1	1:1
3797	100532731	Bmi1	MGI:88174	COMMD3-BMI1	1:1
3800	823	Capn1	MGI:88263	CAPN1	1:1
3801	862	Runx1t1	MGI:104793	RUNX1T1	1:1
3802	867	Cbl	MGI:88279	CBL	1:1
3803	892	Ccnc	MGI:1858199	CCNC	1:1
3804	941	Cd80	MGI:101775	CD80	1:1
3805	1033	Cdkn3	MGI:1919641	CDKN3	1:1
3806	1046	Cdx4	MGI:88362	CDX4	1:1
3807	1051	Cebpb	MGI:88373	CEBPB	1:1
3808	1052	Cebpd	MGI:103573	CEBPD	1:1
3810	1146	Chrng	MGI:87895	CHRNG	1:1
3812	1326	Map3k8	MGI:1346878	MAP3K8	1:1
3815	1411	Cryba1	MGI:88518	CRYBA1	1:1
3816	1419	Crygb	MGI:88522	CRYGB	1:1
3817	1436	Csf1r	MGI:1339758	CSF1R	1:1
3818	1448	Csn3	MGI:107461	CSN3	1:1
3820	1493	Ctla4	MGI:88556	CTLA4	1:1
3821	1650	Ddost	MGI:1194508	DDOST	1:1
3825	1749	Dlx5	MGI:101926	DLX5	1:1
3826	1773	Dnase1	MGI:103157	DNASE1	1:1
3828	1869	E2f1	MGI:101941	E2F1	1:1
3829	1903	S1pr3	MGI:1339365	S1PR3	1:1
3830	1945	Efna4	MGI:106643	EFNA4	1:1
3832	2002	Elk1	MGI:101833	ELK1	1:1
3833	2004	Elk3	MGI:101762	ELK3	1:1
3834	2017	Cttn	MGI:99695	CTTN	1:1
3835	2041	Epha1	MGI:107381	EPHA1	1:1
3836	2072	Ercc4	MGI:1354163	ERCC4	1:1
3837	2113	Ets1	MGI:95455	ETS1	1:1
3838	2114	Ets2	MGI:95456	ETS2	1:1
3841	2248	Fgf3	MGI:95517	FGF3	1:1
3842	2268	Fgr	MGI:95527	FGR	1:1
3843	2290	Foxg1	MGI:1347464	FOXG1	1:1
3844	2353	Fos	MGI:95574	FOS	1:1
3845	2355	Fosl2	MGI:102858	FOSL2	1:1
3846	2580	Gak	MGI:2442153	GAK	1:1
3849	2644	Gchfr	MGI:2443977	GCHFR	1:1
3850	2660	Mstn	MGI:95691	MSTN	1:1
3851	2661	Gdf9	MGI:95692	GDF9	1:1
3854	2672	Gfi1	MGI:103170	GFI1	1:1
3855	2674	Gfra1	MGI:1100842	GFRA1	1:1
3856	2702	Gja5	MGI:95716	GJA5	1:1
3857	2703	Gja8	MGI:99953	GJA8	1:1
3858	2709	Gjb5	MGI:95723	GJB5	1:1
3859	2735	Gli1	MGI:95727	GLI1	1:1
3862	2794	Gnl1	MGI:95764	GNL1	1:1
3864	2823	Gpm6a	MGI:107671	GPM6A	1:1
3867	2828	Gpr4	MGI:2441992	GPR4	1:1
3868	2835	Gpr12	MGI:101909	GPR12	1:1
3869	2838	Gpr15	MGI:1918473	GPR15	1:1
3870	2843	Gpr20	MGI:2441803	GPR20	1:1
3871	2846	Lpar4	MGI:1925384	LPAR4	1:1
3872	2848	Gpr25	MGI:2686146	GPR25	1:1
3874	2859	Gpr35	MGI:1929509	GPR35	1:1
3875	2861	Gpr37	MGI:1313297	GPR37	1:1
3876	2864	Ffar1	MGI:2684079	FFAR1	1:1
3879	2869	Grk5	MGI:109161	GRK5	1:1
3881	2886	Grb7	MGI:102683	GRB7	1:1
3882	2887	Grb10	MGI:103232	GRB10	1:1
3884	2928	Gsc2	MGI:892006	GSC2	1:1
3885	2965	Gtf2h1	MGI:1277216	GTF2H1	1:1
3889	3010	Hist1h1t	MGI:1888530	HIST1H1T	1:1
3890	3029	Hagh	MGI:95745	HAGH	1:1
3892	3037	Has2	MGI:107821	HAS2	1:1
3895	3049	Hbq1b	MGI:3613460	HBQ1	1:1
3897	3052	Hccs	MGI:106911	HCCS	1:1
3898	3054	Hcfc1	MGI:105942	HCFC1	1:1
3901	3071	Nckap1l	MGI:1926063	NCKAP1L	1:1
3903	3093	Ube2k	MGI:1858216	UBE2K	1:1
3904	3094	Hint1	MGI:1321133	HINT1	1:1
3905	3104	Zbtb48	MGI:2140248	ZBTB48	1:1
3908	3309	Hspa5	MGI:95835	HSPA5	1:1
3910	3727	Jund	MGI:96648	JUND	1:1
3911	3932	Lck	MGI:96756	LCK	1:1
3912	3991	Lipe	MGI:96790	LIPE	1:1
3916	4151	Mb	MGI:96922	MB	1:1
3917	4168	Mcf2	MGI:96932	MCF2	1:1
3918	4234	Mettl1	MGI:1339986	METTL1	1:1
3919	4342	Mos	MGI:97052	MOS	1:1
3920	4355	Mpp2	MGI:1858257	MPP2	1:1
3921	4610	Mycl	MGI:96799	MYCL	1:1
3922	4613	Mycn	MGI:97357	MYCN	1:1
3927	4759	Neu2	MGI:1344417	NEU2	1:1
3928	4783	Nfil3	MGI:109495	NFIL3	1:1
3934	5253	Phf2	MGI:1338034	PHF2	1:1
3936	5408	Pnliprp2	MGI:1336202	PNLIPRP2	1:1
3938	5507	Ppp1r3c	MGI:1858229	PPP1R3C	1:1
3941	5784	Ptpn14	MGI:102467	PTPN14	1:1
3942	5898	Rala	MGI:1927243	RALA	1:1
3945	6414	Selenop	MGI:894288	SELENOP	1:1
3946	653509	Sftpa1	MGI:109518	SFTPA1	1:1
3947	6496	Six3	MGI:102764	SIX3	1:1
3948	6498	Skil	MGI:106203	SKIL	1:1
3951	6764	St5	MGI:108517	ST5	1:1
3952	6773	Stat2	MGI:103039	STAT2	1:1
3954	6887	Tal2	MGI:99540	TAL2	1:1
3955	7007	Tecta	MGI:109575	TECTA	1:1
3956	7032	Tff2	MGI:1306805	TFF2	1:1
3957	7075	Tie1	MGI:99906	TIE1	1:1
3959	7159	Trp53bp2	MGI:2138319	TP53BP2	1:1
3960	7161	Trp73	MGI:1336991	TP73	1:1
3961	7409	Vav1	MGI:98923	VAV1	1:1
3962	7424	Vegfc	MGI:109124	VEGFC	1:1
3963	7471	Wnt1	MGI:98953	WNT1	1:1
3964	7516	Xrcc2	MGI:1927345	XRCC2	1:1
3965	7851	Mall	MGI:2385152	MALL	1:1
3967	8061	Fosl1	MGI:107179	FOSL1	1:1
3968	8079	Mlf2	MGI:1353554	MLF2	1:1
3971	8320	Eomes	MGI:1201683	EOMES	1:1
3973	9125	Cnot9	MGI:1928902	CNOT9	1:1
3974	9126	Smc3	MGI:1339795	SMC3	1:1
3975	9127	P2rx6	MGI:1337113	P2RX6	1:1
3976	9182	Rassf9	MGI:2384307	RASSF9	1:1
3977	9210	Bmp15	MGI:1316745	BMP15	1:1
3979	9241	Nog	MGI:104327	NOG	1:1
3980	9260	Pdlim7	MGI:1914649	PDLIM7	1:1
3981	9277	Wdr46	MGI:1931871	WDR46	1:1
3982	9278	Zbtb22	MGI:1931870	ZBTB22	1:1
3983	9350	Cer1	MGI:1201414	CER1	1:1
3987	9627	Sncaip	MGI:1915097	SNCAIP	1:1
3990	10001	Med6	MGI:1917042	MED6	1:1
3991	10005	Acot8	MGI:2158201	ACOT8	1:1
3994	10008	Kcne3	MGI:1891124	KCNE3	1:1
3995	10014	Hdac5	MGI:1333784	HDAC5	1:1
3996	10020	Gne	MGI:1354951	GNE	1:1
3997	10021	Hcn4	MGI:1298209	HCN4	1:1
3999	10023	Frat1	MGI:109450	FRAT1	1:1
4002	10026	Pigk	MGI:1913863	PIGK	1:1
4003	10036	Chaf1a	MGI:1351331	CHAF1A	1:1
4004	10038	Parp2	MGI:1341112	PARP2	1:1
4005	10039	Parp3	MGI:1891258	PARP3	1:1
4007	10042	Hmgxb4	MGI:1918073	HMGXB4	1:1
4011	10047	Cst8	MGI:107161	CST8	1:1
4015	10051	Smc4	MGI:1917349	SMC4	1:1
4016	10052	Gjc1	MGI:95718	GJC1	1:1
4017	8907	Ap1m1	MGI:102776	AP1M1	1:1
4018	10054	Uba2	MGI:1858313	UBA2	1:1
4019	10055	Sae1	MGI:1929264	SAE1	1:1
4021	321	Apba2	MGI:1261791	APBA2	1:1
4026	2315	Mlana	MGI:108454	MLANA	1:1
4027	2615	Lrrc32	MGI:93882	LRRC32	1:1
4031	3195	Tlx1	MGI:98769	TLX1	1:1
4032	3198	Hoxa1	MGI:96170	HOXA1	1:1
4033	3207	Hoxa11	MGI:96172	HOXA11	1:1
4037	3419	Idh3a	MGI:1915084	IDH3A	1:1
4040	3430	Ifi35	MGI:1917360	IFI35	1:1
4041	3460	Ifngr2	MGI:107654	IFNGR2	1:1
4042	3594	Il12rb1	MGI:104579	IL12RB1	1:1
4043	3612	Impa1	MGI:1933158	IMPA1	1:1
4045	3632	Inpp5a	MGI:2686961	INPP5A	1:1
4046	3635	Inpp5d	MGI:107357	INPP5D	1:1
4047	3638	Insig1	MGI:1916289	INSIG1	1:1
4048	3640	Insl3	MGI:108427	INSL3	1:1
4049	3667	Irs1	MGI:99454	IRS1	1:1
4050	3671	Islr	MGI:1349645	ISLR	1:1
4051	3702	Itk	MGI:96621	ITK	1:1
4053	3735	Kars	MGI:1934754	KARS	1:1
4054	3744	Kcna10	MGI:3037820	KCNA10	1:1
4056	3831	Klc1	MGI:107978	KLC1	1:1
4058	3855	Krt7	MGI:96704	KRT7	1:1
4059	3898	Lad1	MGI:109343	LAD1	1:1
4060	3911	Lama5	MGI:105382	LAMA5	1:1
4061	3916	Lamp1	MGI:96745	LAMP1	1:1
